W_EDA,W_TEMP,W_BVP,W_ACCx,W_ACCy,W_ACCz,C_ECG,C_RESP,C_EMG,C_EDA,C_TEMP,C_ACCx,C_ACCy,C_ACCz
2.383215,34.11,27.124375,58.375,-20.5,-12.25,0.011214948381696429,-3.597900390625,-0.0024946812220982143,1.6085859026227678,34.690727,0.7487851428985596,0.03650399889264788,-0.5515565732547215
2.378098,34.11,160.24625,58.0,-21.375,-11.75,0.003007899693080357,-3.8962838309151784,-0.0034562465122767857,1.6088779994419642,34.693317,0.7548982845033918,0.04074971403394426,-0.5517748550006322
2.356353,34.11,-31.616875,58.125,-21.875,-11.25,-0.05031293596540178,-4.073024204799107,-0.002128208705357143,1.610532488141741,34.691654,0.7498857150759016,0.03501485892704555,-0.5648537114688328
2.365307,34.11,-65.89875,58.0,-21.125,-11.5,-0.0174078369140625,-4.180925641741071,-0.0022098214285714286,1.605898175920759,34.69358,0.7523737158094134,0.04099085194723947,-0.5413314298221044
2.361469,34.09,-14.265000000000002,57.5,-21.5,-11.0,-0.023577706473214284,-2.159449986049107,-0.002791050502232143,1.601259504045759,34.700127,0.7703554323741368,0.050846859386989046,-0.5174068597384861
2.356353,34.09,-0.5262499999999999,58.375,-18.375,-14.75,0.04470075334821429,2.153721400669643,-0.002766200474330357,1.6038665771484375,34.702225,0.7691451406478882,0.04732571465628488,-0.5215657152448382
2.358911,34.09,19.190625,57.125,-14.5,-24.0,-0.014436819893973215,4.574454171316964,-0.0020855712890625,1.6045466831752233,34.70079,0.773392003604344,0.04339885234832764,-0.517764573097229
2.362748,34.09,-2.328125,55.875,-20.25,-14.75,0.009728916713169642,4.621599469866071,-0.0023837716238839287,1.6029532296316964,34.70091,0.7737314265114921,0.044374854905264716,-0.5118320039340428
2.357632,34.07,-4.420624999999999,57.5,-21.875,-12.125,0.048833182198660716,3.520908900669643,-0.0031358119419642857,1.6017630440848214,34.70305,0.7734868587766375,0.04241599696023124,-0.5201577145712716
2.349957,34.07,-22.857499999999998,58.125,-19.75,-13.5,-0.018866141183035715,1.9927716936383928,-0.0031365966796875,1.600125994001116,34.702232,0.7743302856172835,0.04182628563472203,-0.507713144166129
2.347398,34.07,136.20999999999998,58.25,-17.125,-15.0,0.017714407784598214,0.4661342075892857,-0.0026908656529017858,1.602750505719866,34.706673,0.7780434288297381,0.05052571024213518,-0.5103908583096095
2.361469,34.07,119.61500000000001,58.5,-18.5,-18.75,-0.03454912458147322,-0.92205810546875,-0.0020277622767857144,1.6004420689174108,34.70715,0.7773325736182076,0.048137146404811315,-0.5106560019084385
2.338444,34.09,-126.493125,57.125,-21.0,-12.5,0.02852260044642857,-1.8722882952008928,-0.0026267787388392855,1.5997750418526786,34.711452,0.775290288243975,0.047869716371808736,-0.508977142061506
2.342282,34.09,-16.49,58.0,-21.125,-12.875,-0.0007046944754464286,-2.4040963309151784,-0.0022255161830357145,1.598325456891741,34.709805,0.7750491462435041,0.04179543495178223,-0.5194411441258022
2.337165,34.09,-15.591250000000002,58.0,-21.0,-12.5,0.021428309849330356,-2.672755650111607,-0.0026254708426339288,1.5968736921037947,34.71529,0.772418281010219,0.044317711421421595,-0.5105211435045515
2.334606,34.09,-44.444374999999994,58.0,-21.0,-12.5,0.01980259486607143,-2.5980050223214284,-0.002312098911830357,1.5988333565848214,34.714516,0.769630856513977,0.048792001179286414,-0.5238834309577942
2.326931,34.07,10.466250000000002,57.875,-21.625,-12.0,-0.0321368408203125,-2.363368443080357,-0.002578125,1.5989336286272322,34.712517,0.768160001891,0.04153256893157959,-0.5207954280717032
2.328211,34.07,-36.454375,57.875,-22.0,-12.0,-0.0014988490513392857,-2.3248465401785716,-0.0017047119140625,1.5970284598214286,34.714493,0.7739177145276751,0.042169139725821356,-0.5256594276428223
2.324373,34.07,-20.00125,57.875,-22.0,-12.0,-0.050412074497767856,-2.5902622767857144,-0.002985927036830357,1.5979439871651786,34.714325,0.7689302894047328,0.045033141544886995,-0.5221394290242877
2.321815,34.07,-5.9725,57.75,-22.0,-12.0,0.0036189488002232144,-1.6537649972098214,-0.0024269321986607143,1.5971897670200892,34.71981,0.7645657110214233,0.05412000451769148,-0.5167999986239842
2.317977,34.09,9.888125,58.0,-22.0,-12.0,0.0450494384765625,1.2719639369419642,-0.002514822823660714,1.5953543526785714,34.719707,0.7818537146704537,0.051827431406293596,-0.5041634280341012
2.315419,34.09,6.58625,58.0,-22.0,-12.0,-0.015842023577008927,3.6723545619419644,-0.0026652308872767857,1.6276114327566964,34.72014,0.7790902859824045,0.047332568849836075,-0.5046879982948304
2.311581,34.09,-5.784374999999999,57.75,-22.0,-12.0,0.036914585658482144,3.904270717075893,-0.002359444754464286,1.6562456403459822,34.720917,0.7813760021754673,0.048690289088657926,-0.5023748588562011
2.307744,34.09,7.02625,57.25,-19.375,-18.5,-0.040331856863839284,2.911289760044643,-0.0024478585379464285,1.6606488909040178,34.724308,0.7841931452069963,0.0451908574785505,-0.4962022863115583
2.309023,34.07,-4.310625,57.125,-14.875,-26.875,0.034633876255580356,1.6466587611607142,-0.0024075753348214287,1.6595110212053572,34.72337,0.785853717667716,0.04385828495025635,-0.493541716166905
2.305186,34.07,-0.3306249999999997,58.75,-8.5,-18.75,-0.016225760323660715,0.30287388392857145,-0.002641165597098214,1.659609113420759,34.719482,0.7872274289812361,0.04022400106702532,-0.4944205709866115
2.307744,34.07,-22.916875,47.875,-11.375,-26.875,0.0254644775390625,-1.2794451032366072,-0.002879202706473214,1.6627393450055803,34.715992,0.7880205733435495,0.03781028475080218,-0.49497485603604996
2.301348,34.07,-70.99937499999999,61.5,-21.125,-13.625,0.04850699288504464,-3.2608729771205356,-0.0029095458984375,1.6627328055245536,34.724804,0.7700571434838431,0.031481147493634905,-0.522137142930712
2.303906,34.07,65.55,58.5,-21.25,-10.5,-0.05886579241071429,-4.372794015066964,-0.0023586600167410715,1.6624080113002233,34.722515,0.7843497106007167,0.01153599534715925,-0.5078994270733425
2.293673,34.07,251.104375,58.25,-17.625,-16.75,0.021638096400669642,-4.337271554129464,-0.002157767159598214,1.6647164481026786,34.722126,0.7753314317975726,0.019800001553126743,-0.5179771416527884
2.293673,34.07,-65.418125,56.25,-15.0,-25.125,-0.03427734375,-3.881923130580357,-0.0034120396205357144,1.6632559640066964,34.728603,0.7694491406849452,0.036215998785836354,-0.5221611431666783
2.284719,34.07,-110.946875,55.75,-17.375,-21.75,0.01279148646763393,-3.442714146205357,-0.0020047433035714286,1.662782941545759,34.730118,0.7735554279599871,0.03392685958317348,-0.5224377151897975
2.287277,34.09,-38.146874999999994,57.125,-20.625,-13.125,-0.004657679966517858,-3.044703892299107,-0.0024721854073660714,1.6623055594308036,34.727158,0.7601097161429269,0.03488228797912598,-0.5312674283981323
2.284719,34.09,-66.69,58.25,-20.125,-12.75,0.016825038364955358,-2.5597011021205356,-0.002843889508928571,1.659423828125,34.73199,0.7750811433792114,0.034614859308515274,-0.5231394287518093
2.28216,34.09,92.996875,58.25,-19.125,-12.75,0.028700735909598214,-2.198643275669643,-0.0028904506138392855,1.65924072265625,34.72903,0.7527782801219395,0.029787423951285225,-0.5463760018348693
2.289835,34.09,179.1175,56.875,-13.0,-22.375,-0.02944309779575893,-1.8319440569196428,-0.0026142229352678573,1.660154070172991,34.727974,0.7646034295218331,0.037325716018676756,-0.5369874286651611
2.296231,34.09,-74.59875,53.75,-11.75,-31.25,-0.007595738002232143,-1.5258701869419642,-0.0027439662388392856,1.6589835030691964,34.72812,0.7472731406348092,0.03750971589769636,-0.551004569530487
2.301348,34.09,-88.580625,57.5,-15.875,-21.5,-0.01671229771205357,-1.5938982282366072,-0.0028948974609375,1.6559186662946428,34.733498,0.7516948597771781,0.03611086027962821,-0.55427428654262
2.29879,34.09,-94.04124999999999,58.125,-19.75,-12.5,0.08306867327008928,-1.7812587193080358,-0.002742919921875,1.6543230329241072,34.733494,0.7546502821786063,0.025786284719194686,-0.5511554326329913
2.296231,34.09,5.433125,58.375,-20.125,-11.75,-0.05187796456473214,-2.063450404575893,-0.0024664306640625,1.6556963239397322,34.732067,0.7398102842058454,0.03963199956076486,-0.5719440007209777
2.289835,34.09,155.32125000000002,58.5,-20.125,-11.75,-0.0304376220703125,-2.3058994838169644,-0.002639857700892857,1.6545344761439733,34.73211,0.7467451429367066,0.03013256686074393,-0.5676845690182277
2.292394,34.09,75.57999999999998,58.125,-20.125,-11.75,0.03138270786830357,-1.34417724609375,-0.002293003627232143,1.655245099748884,34.73353,0.7488251481737409,0.04861485753740583,-0.5450239985329765
2.28344,34.09,-198.444375,58.375,-20.0,-11.875,-0.0210205078125,2.8358241489955356,-0.0024884033203125,1.6552233014787947,34.729687,0.7615394292558942,0.03926514148712158,-0.5376205713408334
2.28344,34.09,-67.019375,58.5,-20.0,-12.0,0.016077444893973215,6.318830217633929,-0.0025498744419642856,1.6536298479352678,34.730633,0.7652628578458514,0.039684568813868934,-0.5305622850145613
2.278323,34.09,6.533125,58.25,-20.0,-12.0,-0.021494227818080358,6.685407366071429,-0.0023565673828125,1.6541595458984375,34.729034,0.764604571887425,0.035160004752022876,-0.5265622837202889
2.280881,34.09,0.4556249999999999,58.5,-20.0,-12.125,0.014691336495535714,5.483101981026786,-0.0027306256975446427,1.6509268624441964,34.738773,0.7650628546306065,0.041735997200012205,-0.5355074286460877
2.279602,34.09,14.901875,58.25,-19.875,-12.0,0.015294538225446429,4.046726771763393,-0.0025469970703125,1.6505584716796875,34.732002,0.7622125707353864,0.0344914266041347,-0.534371429170881
2.278323,34.09,6.395,58.625,-19.75,-12.5,0.0019328090122767857,2.822963169642857,-0.002003696986607143,1.64874267578125,34.730675,0.761747430392674,0.03572685786655971,-0.5341680012430463
2.277044,34.09,-1.986875,58.875,-19.5,-12.0,0.021937604631696427,1.7220284598214286,-0.00299560546875,1.6502031598772322,34.735157,0.7534091411318098,0.038506290572030206,-0.5438788563864572
2.277044,34.09,11.1325,58.5,-19.25,-12.25,-0.04362513950892857,0.6371285574776786,-0.0023382568359375,1.6479579380580358,34.730167,0.7654639952523368,0.03326285634722029,-0.5400960029874529
2.270648,34.09,0.25812499999999994,58.75,-19.75,-12.125,0.039982386997767856,-0.2586669921875,-0.002742919921875,1.6452985491071428,34.734615,0.7511302832194737,0.029362286158970425,-0.5531954278264727
2.275764,34.09,23.771875,58.625,-19.625,-12.125,-0.05100925990513393,-0.8600987025669643,-0.0022995431082589285,1.6448887416294642,34.733498,0.7583028534480504,0.03459200314113072,-0.5441257146426609
2.274485,34.07,5.790625,58.5,-19.75,-11.875,0.05179242815290178,-1.27825927734375,-0.002874755859375,1.6435939243861608,34.733166,0.7441142865589687,0.03749028410230364,-0.56161828654153
2.275764,34.07,14.6225,58.125,-17.75,-18.5,-0.007325003487723214,-1.6651698521205358,-0.003005545479910714,1.6433541434151786,34.735275,0.7406468575341361,0.03805600234440395,-0.5691302864892143
2.271927,34.07,9.794375,55.5,-13.625,-40.75,-0.007060808454241072,-2.4111240931919644,-0.0024533517020089287,1.6433258056640625,34.73407,0.7388068560191563,0.03931771005902972,-0.5802468538284302
2.275764,34.07,4.2825,44.0,1.375,-31.375,0.00019199916294642858,-2.6640625,-0.0029814801897321427,1.640531267438616,34.73759,0.7539199992588588,0.034398856844220844,-0.5520034299577985
2.279602,34.07,23.81375,61.25,-1.0,-19.75,-0.01766575404575893,0.22319684709821427,-0.0028159005301339286,1.6408124651227678,34.741596,0.759091431753976,0.04103771959032331,-0.5354239978109088
2.279602,34.07,46.671875,51.625,1.25,-23.25,0.006793736049107143,5.283804757254464,-0.0025040980747767856,1.6402348109654017,34.73629,0.7608422871998378,0.05173486164637974,-0.5216788571221488
2.275764,34.07,156.23812499999997,62.5,-23.625,-7.25,0.0012087576729910715,9.118809291294642,-0.002748936244419643,1.64111328125,34.73798,0.7890365709577288,0.008537139211382185,-0.4956639998299735
2.280881,34.07,43.019999999999996,59.25,-21.25,-11.5,0.04359296526227679,10.09814453125,-0.0026992361886160714,1.6434871128627233,34.740223,0.7863577141080584,0.031303997720990864,-0.5002228580202375
2.26809,34.09,-37.180625,58.0,-22.875,-9.125,-0.015611310686383929,8.989876883370536,-0.0023785400390625,1.6398380824497767,34.738426,0.7884777137211391,0.021904002598353796,-0.4935748583929879
2.259135,34.09,-143.39999999999998,58.0,-22.625,-9.0,-0.03478663853236607,6.622602190290179,-0.0024946812220982143,1.6429094587053572,34.736607,0.7895634262902396,0.03546399968011039,-0.4926594305038452
2.254019,34.09,-166.39000000000001,58.125,-22.0,-9.125,0.03678091866629464,3.903965541294643,-0.003185250418526786,1.641754150390625,34.73918,0.7835211447307042,0.0522891446522304,-0.49472914150782993
2.25146,34.09,-70.20375,58.125,-22.0,-9.125,-0.02024571010044643,1.4687935965401786,-0.002288818359375,1.6408168247767858,34.741318,0.7849622808183943,0.04217142854418073,-0.4994617118154253
2.255298,34.09,46.279375,58.125,-21.5,-9.125,0.02980198451450893,-0.6104823521205357,-0.0020643833705357145,1.641996111188616,34.74637,0.7843302890232631,0.04266857283455985,-0.49664114236831663
2.256577,34.09,39.110625,58.375,-21.5,-8.875,-0.014878104073660714,-2.2299891880580356,-0.0018425641741071429,1.6383732386997767,34.74432,0.7834994288853236,0.037675426346915106,-0.5046994280815125
2.260414,34.09,7.2925,58.5,-21.625,-9.125,0.02638209751674107,-3.2724522181919644,-0.0026126534598214287,1.6402195521763392,34.74397,0.7836651400157384,0.027379429680960517,-0.5014159968921117
2.260414,34.09,9.5475,58.25,-21.5,-9.25,-0.0308258056640625,-3.859889439174107,-0.002832380022321429,1.6374642508370536,34.741493,0.7818571478979928,0.03689828532082694,-0.4982777166366577
2.26681,34.09,-11.861875000000001,58.625,-21.0,-9.5,0.03491402762276786,-4.099007742745536,-0.0022762625558035714,1.6364637102399553,34.743137,0.7839485767909459,0.03534057685307094,-0.5029428560393198
2.264252,34.09,3.1075,58.625,-20.375,-10.0,-0.021023123604910713,-4.406319754464286,-0.0029312569754464286,1.6371721540178572,34.744717,0.7801039981842041,0.03564228670937675,-0.5060822871753148
2.26681,34.09,1.6062500000000002,58.25,-21.0,-9.375,0.023046962193080358,-4.683506556919643,-0.0029901123046875,1.6329498291015625,34.74238,0.7795417172568185,0.029123431614467076,-0.5076377122742789
2.259135,34.09,11.389375000000001,58.5,-20.75,-9.5,-0.0014970179966517856,-4.752336774553571,-0.0027484130859375,1.6334599086216517,34.74118,0.7801348624910627,0.03381943021501813,-0.5078399978365217
2.264252,34.07,17.614375,58.375,-21.375,-9.75,0.015624912806919643,-4.351518903459821,-0.0026027134486607145,1.6319078717912947,34.743362,0.7702034282684326,0.031672000885009766,-0.522883426121303
2.256577,34.07,14.120625,58.375,-21.25,-9.5,-0.022930821010044643,-3.926914760044643,-0.0023440115792410714,1.63360595703125,34.741352,0.7790411445072719,0.03410400322505406,-0.5114720014163426
2.256577,34.07,-2.19625,58.5,-20.875,-9.625,0.012559465680803572,-3.5814121791294644,-0.0025111607142857145,1.6312822614397322,34.74553,0.767947427885873,0.03359999861036028,-0.5251040029525756
2.254019,34.07,-5.106249999999999,58.625,-21.0,-9.125,-0.021433279854910715,-3.281956263950893,-0.0021101597377232145,1.6332179478236608,34.743706,0.7657005739212036,0.034042284829275946,-0.5285817176955087
2.256577,34.05,2.9224999999999994,58.875,-21.0,-9.25,0.034774344308035714,-2.985866001674107,-0.0028860037667410715,1.6306806291852678,34.747395,0.7681919990267072,0.03425600324358259,-0.5327657158034188
2.260414,34.05,12.69875,58.5,-20.875,-9.0,-0.036441650390625,-2.84295654296875,-0.002657906668526786,1.631866455078125,34.74315,0.7657737180164882,0.032651427813938684,-0.5275999968392509
2.264252,34.05,-4.415625,58.875,-20.875,-9.0,0.03304739815848214,-2.5393589564732144,-0.0030026681082589287,1.6309400285993303,34.744526,0.7609451423372541,0.03353942802974156,-0.5358228574480329
2.270648,34.05,9.57375,58.375,-21.75,-8.75,-0.0183636474609375,-2.397007533482143,-0.0021441650390625,1.6286141531808036,34.74497,0.7589565699441092,0.034236572810581754,-0.5396857149260385
2.26681,34.07,-1.5831249999999994,58.5,-21.125,-9.0,-0.006096365792410715,-2.3679112025669644,-0.0031308419363839284,1.630552019391741,34.73887,0.7622000013078962,0.03357143197740827,-0.5509005764552525
2.264252,34.07,5.713749999999999,58.625,-21.0,-9.125,-0.07927498953683036,-2.0255039760044644,-0.002142857142857143,1.6299656459263392,34.749996,0.7565325689315796,0.04140685149601528,-0.5260902840750558
2.243785,34.07,-6.3149999999999995,58.25,-21.0,-9.0,0.07007864815848214,0.4136962890625,-0.0023073904854910713,1.6308702741350447,34.749454,0.7772834287370954,0.0372857107434954,-0.5218640000479562
2.254019,34.07,11.334375,58.625,-21.0,-9.125,-0.019853341238839285,3.7524326869419644,-0.0025279017857142857,1.6282958984375,34.746773,0.7753051444462368,0.029854858262198313,-0.5101394316128322
2.247623,34.05,-9.6475,58.75,-21.125,-9.375,0.04015162876674107,4.980233328683036,-0.00230712890625,1.629547119140625,34.75017,0.776451427595956,0.036516573769705636,-0.5125451455797468
2.247623,34.05,5.58125,58.875,-21.0,-9.0,-0.0266473388671875,4.344220842633929,-0.002519008091517857,1.6348223005022322,34.74797,0.7771074295043945,0.03015542779650007,-0.5138194305556161
2.243785,34.05,5.92,58.75,-21.0,-9.125,0.05234017508370536,3.057835170200893,-0.0027931431361607143,1.630373273577009,34.748142,0.7708148568017142,0.03301028251647949,-0.5214594285828726
2.241227,34.05,-0.7087500000000002,58.5,-21.0,-9.375,-0.04910470145089286,1.9619576590401786,-0.0022817557198660716,1.6278839111328125,34.749863,0.7744377183914185,0.0276137147630964,-0.5165554329327174
2.239948,34.09,0.339375,58.75,-20.75,-9.125,0.017398158482142857,0.9626028878348214,-0.0029137311662946427,1.6265127999441964,34.755005,0.7695405714852469,0.03417028835841587,-0.5249748580796378
2.245064,34.09,-6.66375,58.375,-20.875,-9.375,0.0038363211495535715,-0.26777866908482145,-0.0022987583705357142,1.625821794782366,34.749058,0.7702971431187221,0.030939432552882604,-0.5253782858167376
2.246343,34.09,2.5675,58.875,-20.875,-9.5,0.008273489815848214,-1.1531110491071428,-0.0019866943359375,1.6247297014508928,34.75247,0.763845716203962,0.030312002045767648,-0.5267119993482318
2.248902,34.09,-10.1,58.75,-21.0,-9.125,0.042521275111607144,-1.5995657784598214,-0.002413853236607143,1.6242566789899553,34.752945,0.7607337195532663,0.0327177095413208,-0.5426251408032009
2.246343,34.07,11.353125,58.75,-21.0,-9.375,-0.0470892333984375,-1.7150617327008928,-0.002479248046875,1.625028337751116,34.75675,0.7567897135870797,0.03402514662061419,-0.5463314315250941
2.25146,34.07,-5.05375,58.75,-21.0,-9.25,0.004625767299107143,-2.1327427455357144,-0.0025396728515625,1.6254141671316964,34.75814,0.7506045729773385,0.03421257427760533,-0.5554422845159258
2.264252,34.07,-1.1956250000000004,58.625,-20.875,-9.5,-0.04511012486049107,-2.9398629324776784,-0.0026171003069196427,1.626920427594866,34.748955,0.7506388568878174,0.03745828696659633,-0.5543474313191005
2.271927,34.07,-1.6193750000000002,59.125,-19.375,-12.125,0.0814654541015625,-3.136073521205357,-0.0033534458705357143,1.6258610316685267,34.74975,0.7489028596878051,0.037427429471697124,-0.5549245725359235
2.274485,34.07,3.37125,62.0,-10.875,-29.125,-0.060003923688616075,-2.780979701450893,-0.0017865862165178572,1.6252223423549108,34.759644,0.7439131423405239,0.036921145575387136,-0.5647828572137015
2.28216,34.07,1.498125,50.875,-1.25,-27.625,0.03643327985491072,-2.16339111328125,-0.003211146763392857,1.6256452287946428,34.75789,0.7421657126290457,0.0376308536529541,-0.5691988587379455
2.28216,34.07,-3.5324999999999998,43.625,-6.0,-23.875,-0.015499354771205356,-2.02313232421875,-0.002066737583705357,1.6245792933872767,34.755497,0.728448006766183,0.03489600249699184,-0.571703999383109
2.284719,34.07,0.24375000000000024,67.5,-21.5,-23.125,0.008918282645089285,-2.17462158203125,-0.0023272705078125,1.623960222516741,34.75864,0.7573919970648629,0.019455999306270056,-0.5612011453083583
2.278323,34.07,33.379999999999995,57.875,-19.625,-16.25,0.0087835693359375,-2.2854439871651784,-0.002821132114955357,1.624788556780134,34.756145,0.7475188616343907,0.0068160012790134976,-0.5659497121402196
2.262973,34.07,22.888125000000002,57.125,-20.25,-16.0,-0.0182574462890625,-1.9583042689732142,-0.0024619838169642858,1.6241237095424108,34.764324,0.7495028529848371,0.012317712306976319,-0.5667611428669521
2.248902,34.07,10.629375,57.5,-20.375,-16.0,0.0037196568080357143,-1.1529802594866072,-0.002238333565848214,1.6191275460379464,34.75656,0.7317851413999285,0.0215302882875715,-0.5769805697032383
2.246343,34.07,30.880000000000003,57.5,-20.125,-16.0,-0.06985107421875,-0.04319545200892857,-0.00273193359375,1.6210850306919642,34.76108,0.7437508569444928,0.026924571990966796,-0.562965715272086
2.234831,34.05,-48.11125,57.625,-20.375,-15.75,0.08428213936941964,0.47772216796875,-0.0027934047154017858,1.6191755022321428,34.76241,0.7296582801001412,0.029134857995169502,-0.5851188550676618
2.238668,34.05,-2.1825,63.875,-14.5,-23.0,-0.06163565499441964,-0.051121303013392856,-0.0021389334542410714,1.6177542550223214,34.764465,0.740685715675354,0.030627429825919015,-0.5792662838527135
2.230994,34.05,-17.448125,46.125,-7.125,-18.25,0.07918814522879464,-0.6040998186383929,-0.002918701171875,1.619171142578125,34.764572,0.7273714297158378,0.03156685624803816,-0.5912662846701485
2.246343,34.05,-26.205,58.0,-17.5,-21.25,-0.09042898995535714,-0.41204833984375,-0.002102835518973214,1.6161673409598214,34.772858,0.7483954307011196,0.027477714674813407,-0.5577839967182704
2.239948,34.05,0.6143750000000006,57.0,-21.125,-16.5,0.010841936383928571,1.8935634068080358,-0.0024447195870535713,1.6160736083984375,34.765293,0.7594239977427891,0.018294857910701207,-0.5276194279534476
2.238668,34.05,-18.514375,57.5,-21.125,-16.25,0.12950578962053572,7.070050920758929,-0.003093174525669643,1.6190926688058036,34.768715,0.7631828621455601,0.02189370972769601,-0.5491679978370666
2.229714,34.05,6.556875,57.125,-21.0,-16.0,-0.025543997628348213,10.248587472098214,-0.0025161307198660714,1.6163133893694197,34.766556,0.7504937137876239,0.011048001561846052,-0.5505702825954982
2.227156,34.05,26.6175,57.25,-20.625,-16.0,0.005239693777901786,10.398829868861608,-0.0022723388671875,1.6170392717633928,34.770245,0.7494239984239851,0.04173714297158378,-0.5588251437459674
